Major Category,Subcategory,Keyword,Prompt-Ready Phrase,Tags
Eye Makeup Color,Eyeshadow,charcoal eyeshadow,charcoal eyeshadow with visible eyelid color payoff and realistic cosmetic blending,makeup eyeshadow eyes
Eye Makeup Color,Eyeshadow,black eyeshadow,black eyeshadow with visible eyelid color payoff and realistic cosmetic blending,makeup eyeshadow eyes
Face Color Cosmetics,Blush,soft pink blush,soft pink blush with believable placement across the cheeks and natural cosmetic blending,makeup blush cheeks
Face Color Cosmetics,Blush,rose blush,rose blush with believable placement across the cheeks and natural cosmetic blending,makeup blush cheeks
Face Color Cosmetics,Blush,peach blush,peach blush with believable placement across the cheeks and natural cosmetic blending,makeup blush cheeks
Face Color Cosmetics,Blush,coral blush,coral blush with believable placement across the cheeks and natural cosmetic blending,makeup blush cheeks
Face Color Cosmetics,Blush,mauve blush,mauve blush with believable placement across the cheeks and natural cosmetic blending,makeup blush cheeks
Face Color Cosmetics,Blush,berry blush,berry blush with believable placement across the cheeks and natural cosmetic blending,makeup blush cheeks
Face Color Cosmetics,Blush,terracotta blush,terracotta blush with believable placement across the cheeks and natural cosmetic blending,makeup blush cheeks
Face Color Cosmetics,Blush,nude blush,nude blush with believable placement across the cheeks and natural cosmetic blending,makeup blush cheeks
Face Color Cosmetics,Bronzer / Contour / Highlight,warm bronzer,warm bronzer with realistic complexion-enhancing cosmetic effect,makeup contour bronzer highlight
Face Color Cosmetics,Bronzer / Contour / Highlight,cool bronzer,cool bronzer with realistic complexion-enhancing cosmetic effect,makeup contour bronzer highlight
Face Color Cosmetics,Bronzer / Contour / Highlight,neutral bronzer,neutral bronzer with realistic complexion-enhancing cosmetic effect,makeup contour bronzer highlight
Face Color Cosmetics,Bronzer / Contour / Highlight,golden bronzer,golden bronzer with realistic complexion-enhancing cosmetic effect,makeup contour bronzer highlight
Face Color Cosmetics,Bronzer / Contour / Highlight,soft contour,soft contour with realistic complexion-enhancing cosmetic effect,makeup contour bronzer highlight
Face Color Cosmetics,Bronzer / Contour / Highlight,cool taupe contour,cool taupe contour with realistic complexion-enhancing cosmetic effect,makeup contour bronzer highlight
Face Color Cosmetics,Bronzer / Contour / Highlight,champagne highlighter,champagne highlighter with realistic complexion-enhancing cosmetic effect,makeup contour bronzer highlight
Face Color Cosmetics,Bronzer / Contour / Highlight,gold highlighter,gold highlighter with realistic complexion-enhancing cosmetic effect,makeup contour bronzer highlight
Face Color Cosmetics,Bronzer / Contour / Highlight,rose-gold highlighter,rose-gold highlighter with realistic complexion-enhancing cosmetic effect,makeup contour bronzer highlight
Face Color Cosmetics,Bronzer / Contour / Highlight,pearl highlighter,pearl highlighter with realistic complexion-enhancing cosmetic effect,makeup contour bronzer highlight
Face Color Cosmetics,Bronzer / Contour / Highlight,icy highlighter,icy highlighter with realistic complexion-enhancing cosmetic effect,makeup contour bronzer highlight
Makeup Looks,Overall Look,soft glam makeup,soft-glam makeup with cohesive neutral-to-warm color balance and polished blending,makeup look palette
Makeup Looks,Overall Look,full glam makeup,"full-glam makeup with stronger color payoff, sculpting, and defined cosmetic finish",makeup look palette
Makeup Looks,Overall Look,neutral makeup palette,"neutral makeup palette with beige, taupe, brown, and soft nude tones",makeup look palette
Makeup Looks,Overall Look,warm-toned makeup,"warm-toned makeup palette with gold, bronze, peach, coral, and warm brown notes",makeup look palette
Makeup Looks,Overall Look,cool-toned makeup,"cool-toned makeup palette with taupe, mauve, plum, silver, and cool pink notes",makeup look palette
Makeup Looks,Overall Look,bridal makeup,"bridal-style makeup with soft luminous complexion, refined eye definition, and flattering lip color",makeup look palette
Makeup Looks,Overall Look,no-makeup makeup,no-makeup makeup look with subtle neutral enhancement and minimal visible product heaviness,makeup look palette
