Major Category,Subcategory,Keyword,Prompt-Ready Phrase,Tags
Expression + Head Position,Expression Pose,"closed-mouth smile, head turned slightly right","closed-mouth smile with upward lip corners and subtle cheek lift, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"small smile, head level","small understated smile with restrained cheek activation, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"small smile, chin slightly down","small understated smile with restrained cheek activation, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"small smile, chin slightly raised","small understated smile with restrained cheek activation, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"small smile, head tilted left","small understated smile with restrained cheek activation, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"small smile, head tilted right","small understated smile with restrained cheek activation, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"small smile, head turned slightly left","small understated smile with restrained cheek activation, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"small smile, head turned slightly right","small understated smile with restrained cheek activation, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"warm smile, head level","warm genuine smile with cheek lift and softened eyes, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"warm smile, chin slightly down","warm genuine smile with cheek lift and softened eyes, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"warm smile, chin slightly raised","warm genuine smile with cheek lift and softened eyes, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"warm smile, head tilted left","warm genuine smile with cheek lift and softened eyes, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"warm smile, head tilted right","warm genuine smile with cheek lift and softened eyes, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"warm smile, head turned slightly left","warm genuine smile with cheek lift and softened eyes, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"warm smile, head turned slightly right","warm genuine smile with cheek lift and softened eyes, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"big smile, head level","broad smile with strong cheek lift and visible positive energy, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"big smile, chin slightly down","broad smile with strong cheek lift and visible positive energy, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"big smile, chin slightly raised","broad smile with strong cheek lift and visible positive energy, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"big smile, head tilted left","broad smile with strong cheek lift and visible positive energy, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"big smile, head tilted right","broad smile with strong cheek lift and visible positive energy, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"big smile, head turned slightly left","broad smile with strong cheek lift and visible positive energy, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"big smile, head turned slightly right","broad smile with strong cheek lift and visible positive energy, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"toothy smile, head level","open smile showing upper teeth naturally, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"toothy smile, chin slightly down","open smile showing upper teeth naturally, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"toothy smile, chin slightly raised","open smile showing upper teeth naturally, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"toothy smile, head tilted left","open smile showing upper teeth naturally, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"toothy smile, head tilted right","open smile showing upper teeth naturally, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"toothy smile, head turned slightly left","open smile showing upper teeth naturally, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"toothy smile, head turned slightly right","open smile showing upper teeth naturally, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"full grin, head level","wide grin with visible teeth and pronounced cheek lift, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"full grin, chin slightly down","wide grin with visible teeth and pronounced cheek lift, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"full grin, chin slightly raised","wide grin with visible teeth and pronounced cheek lift, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"full grin, head tilted left","wide grin with visible teeth and pronounced cheek lift, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"full grin, head tilted right","wide grin with visible teeth and pronounced cheek lift, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"full grin, head turned slightly left","wide grin with visible teeth and pronounced cheek lift, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"full grin, head turned slightly right","wide grin with visible teeth and pronounced cheek lift, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"laughing, head level","genuine laughter with open mouth, lifted cheeks, and naturally narrowed eyes, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"laughing, chin slightly down","genuine laughter with open mouth, lifted cheeks, and naturally narrowed eyes, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"laughing, chin slightly raised","genuine laughter with open mouth, lifted cheeks, and naturally narrowed eyes, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"laughing, head tilted left","genuine laughter with open mouth, lifted cheeks, and naturally narrowed eyes, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"laughing, head tilted right","genuine laughter with open mouth, lifted cheeks, and naturally narrowed eyes, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"laughing, head turned slightly left","genuine laughter with open mouth, lifted cheeks, and naturally narrowed eyes, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"laughing, head turned slightly right","genuine laughter with open mouth, lifted cheeks, and naturally narrowed eyes, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"quiet chuckle, head level","small chuckling expression with softened eyes and restrained open-mouth smile, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"quiet chuckle, chin slightly down","small chuckling expression with softened eyes and restrained open-mouth smile, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"quiet chuckle, chin slightly raised","small chuckling expression with softened eyes and restrained open-mouth smile, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"quiet chuckle, head tilted left","small chuckling expression with softened eyes and restrained open-mouth smile, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"quiet chuckle, head tilted right","small chuckling expression with softened eyes and restrained open-mouth smile, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"quiet chuckle, head turned slightly left","small chuckling expression with softened eyes and restrained open-mouth smile, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"quiet chuckle, head turned slightly right","small chuckling expression with softened eyes and restrained open-mouth smile, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"surprised, head level","surprised expression with raised brows, widened eyes, and slightly open mouth, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"surprised, chin slightly down","surprised expression with raised brows, widened eyes, and slightly open mouth, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"surprised, chin slightly raised","surprised expression with raised brows, widened eyes, and slightly open mouth, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"surprised, head tilted left","surprised expression with raised brows, widened eyes, and slightly open mouth, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"surprised, head tilted right","surprised expression with raised brows, widened eyes, and slightly open mouth, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"surprised, head turned slightly left","surprised expression with raised brows, widened eyes, and slightly open mouth, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"surprised, head turned slightly right","surprised expression with raised brows, widened eyes, and slightly open mouth, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"pleasant surprise, head level","positive surprise with raised brows, widened eyes, and emerging smile, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"pleasant surprise, chin slightly down","positive surprise with raised brows, widened eyes, and emerging smile, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"pleasant surprise, chin slightly raised","positive surprise with raised brows, widened eyes, and emerging smile, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"pleasant surprise, head tilted left","positive surprise with raised brows, widened eyes, and emerging smile, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"pleasant surprise, head tilted right","positive surprise with raised brows, widened eyes, and emerging smile, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"pleasant surprise, head turned slightly left","positive surprise with raised brows, widened eyes, and emerging smile, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"pleasant surprise, head turned slightly right","positive surprise with raised brows, widened eyes, and emerging smile, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"shocked, head level","strong shock response with high brows, widened eyes, and open mouth, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"shocked, chin slightly down","strong shock response with high brows, widened eyes, and open mouth, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"shocked, chin slightly raised","strong shock response with high brows, widened eyes, and open mouth, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"shocked, head tilted left","strong shock response with high brows, widened eyes, and open mouth, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"shocked, head tilted right","strong shock response with high brows, widened eyes, and open mouth, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"shocked, head turned slightly left","strong shock response with high brows, widened eyes, and open mouth, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"shocked, head turned slightly right","strong shock response with high brows, widened eyes, and open mouth, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"confused, head level","confused expression with uneven brow tension and questioning gaze, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"confused, chin slightly down","confused expression with uneven brow tension and questioning gaze, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"confused, chin slightly raised","confused expression with uneven brow tension and questioning gaze, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"confused, head tilted left","confused expression with uneven brow tension and questioning gaze, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"confused, head tilted right","confused expression with uneven brow tension and questioning gaze, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"confused, head turned slightly left","confused expression with uneven brow tension and questioning gaze, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"confused, head turned slightly right","confused expression with uneven brow tension and questioning gaze, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"skeptical, head level","skeptical expression with one brow subtly raised and lips held in restrained uncertainty, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"skeptical, chin slightly down","skeptical expression with one brow subtly raised and lips held in restrained uncertainty, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"skeptical, chin slightly raised","skeptical expression with one brow subtly raised and lips held in restrained uncertainty, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"skeptical, head tilted left","skeptical expression with one brow subtly raised and lips held in restrained uncertainty, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"skeptical, head tilted right","skeptical expression with one brow subtly raised and lips held in restrained uncertainty, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"skeptical, head turned slightly left","skeptical expression with one brow subtly raised and lips held in restrained uncertainty, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"skeptical, head turned slightly right","skeptical expression with one brow subtly raised and lips held in restrained uncertainty, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"suspicious, head level","suspicious expression with narrowed eyes, slight brow lowering, and guarded mouth, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"suspicious, chin slightly down","suspicious expression with narrowed eyes, slight brow lowering, and guarded mouth, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"suspicious, chin slightly raised","suspicious expression with narrowed eyes, slight brow lowering, and guarded mouth, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"suspicious, head tilted left","suspicious expression with narrowed eyes, slight brow lowering, and guarded mouth, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"suspicious, head tilted right","suspicious expression with narrowed eyes, slight brow lowering, and guarded mouth, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"suspicious, head turned slightly left","suspicious expression with narrowed eyes, slight brow lowering, and guarded mouth, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"suspicious, head turned slightly right","suspicious expression with narrowed eyes, slight brow lowering, and guarded mouth, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"focused, head level","focused expression with steady gaze, slight brow engagement, and relaxed mouth, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"focused, chin slightly down","focused expression with steady gaze, slight brow engagement, and relaxed mouth, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"focused, chin slightly raised","focused expression with steady gaze, slight brow engagement, and relaxed mouth, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"focused, head tilted left","focused expression with steady gaze, slight brow engagement, and relaxed mouth, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"focused, head tilted right","focused expression with steady gaze, slight brow engagement, and relaxed mouth, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"focused, head turned slightly left","focused expression with steady gaze, slight brow engagement, and relaxed mouth, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"focused, head turned slightly right","focused expression with steady gaze, slight brow engagement, and relaxed mouth, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"concentrating, head level","concentrated expression with mild brow draw and fixed visual attention, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"concentrating, chin slightly down","concentrated expression with mild brow draw and fixed visual attention, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"concentrating, chin slightly raised","concentrated expression with mild brow draw and fixed visual attention, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"concentrating, head tilted left","concentrated expression with mild brow draw and fixed visual attention, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"concentrating, head tilted right","concentrated expression with mild brow draw and fixed visual attention, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"concentrating, head turned slightly left","concentrated expression with mild brow draw and fixed visual attention, head rotated slightly left, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"concentrating, head turned slightly right","concentrated expression with mild brow draw and fixed visual attention, head rotated slightly right, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"determined, head level","determined expression with firm gaze, subtly set jaw, and controlled brow tension, head held level, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"determined, chin slightly down","determined expression with firm gaze, subtly set jaw, and controlled brow tension, chin lowered subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"determined, chin slightly raised","determined expression with firm gaze, subtly set jaw, and controlled brow tension, chin elevated subtly, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"determined, head tilted left","determined expression with firm gaze, subtly set jaw, and controlled brow tension, head tilted slightly toward the left shoulder, keeping the expression readable and anatomically natural",facial expression head angle
Expression + Head Position,Expression Pose,"determined, head tilted right","determined expression with firm gaze, subtly set jaw, and controlled brow tension, head tilted slightly toward the right shoulder, keeping the expression readable and anatomically natural",facial expression head angle
