Major Category,Subcategory,Keyword,Prompt-Ready Phrase,Tags
Nail Color,Color,soft pink manicure,soft pink manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,bubblegum pink manicure,bubblegum pink manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,hot pink manicure,hot pink manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,magenta manicure,magenta manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,lavender manicure,lavender manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,lilac manicure,lilac manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,plum manicure,plum manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,violet manicure,violet manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,pastel blue manicure,pastel blue manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,baby blue manicure,baby blue manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,sky blue manicure,sky blue manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,royal blue manicure,royal blue manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,navy manicure,navy blue manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,teal manicure,teal manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,turquoise manicure,turquoise manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,mint manicure,mint green manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,sage green manicure,sage green manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,emerald manicure,emerald green manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,forest green manicure,forest green manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,olive manicure,olive green manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,yellow manicure,yellow manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,butter yellow manicure,butter yellow manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,mustard manicure,mustard yellow manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,orange manicure,orange manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,terracotta manicure,terracotta manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,pastel rainbow manicure,pastel rainbow manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Color,Color,neon rainbow manicure,neon rainbow manicure with even color coverage and realistic polished nail surface,nails manicure color polish
Nail Finish,Finish,high-gloss finish,high-gloss lacquer finish with crisp reflected highlights,nails manicure finish polish
Nail Finish,Finish,glossy finish,smooth glossy polish finish,nails manicure finish polish
Nail Finish,Finish,satin finish,soft satin sheen with restrained reflectivity,nails manicure finish polish
Nail Finish,Finish,matte finish,fully matte low-reflectance surface,nails manicure finish polish
Nail Finish,Finish,velvet finish,velvety magnetic shimmer with soft depth,nails manicure finish polish
Nail Finish,Finish,cat-eye finish,magnetic cat-eye stripe with dimensional light movement,nails manicure finish polish
Nail Finish,Finish,jelly finish,translucent jelly-like colored finish,nails manicure finish polish
Nail Finish,Finish,syrup finish,sheer syrup-like tinted translucency,nails manicure finish polish
Nail Finish,Finish,milky finish,soft cloudy milky translucency,nails manicure finish polish
Nail Finish,Finish,chrome finish,high-shine chrome metallic surface,nails manicure finish polish
Nail Finish,Finish,mirror-chrome finish,mirror-like metallic chrome reflectivity,nails manicure finish polish
Nail Finish,Finish,pearl-chrome finish,pearly chrome finish with soft luminous shift,nails manicure finish polish
Nail Finish,Finish,glazed finish,glazed pearlescent sheen with translucent depth,nails manicure finish polish
Nail Finish,Finish,metallic finish,opaque metallic polish finish,nails manicure finish polish
Nail Finish,Finish,shimmer finish,fine uniform shimmer suspended in the polish,nails manicure finish polish
Nail Finish,Finish,fine-glitter finish,fine glitter distributed evenly across the nail,nails manicure finish polish
Nail Finish,Finish,holographic finish,holographic rainbow-reflective particles,nails manicure finish polish
Nail Finish,Finish,iridescent finish,iridescent color-shifting sheen,nails manicure finish polish
Nail Finish,Finish,frosted finish,soft frosted pearly sheen,nails manicure finish polish
Nail Finish,Finish,translucent finish,clean translucent color with visible natural nail depth,nails manicure finish polish
French Manicure,French Style,classic French manicure,sheer nude or pink base with crisp white tips,nails manicure french tips
French Manicure,French Style,micro French manicure,sheer neutral base with ultra-thin precise tip line,nails manicure french tips
French Manicure,French Style,deep French manicure,French tip extending deeper along the sidewalls,nails manicure french tips
French Manicure,French Style,reverse French manicure,contrast crescent accent tracing the cuticle line,nails manicure french tips
French Manicure,French Style,side French manicure,French accent sweeping along one side of the nail,nails manicure french tips
French Manicure,French Style,double French manicure,two parallel tip lines creating a layered French effect,nails manicure french tips
French Manicure,French Style,V-French manicure,angled V-shaped French tips,nails manicure french tips
French Manicure,French Style,floating French manicure,detached tip line floating slightly below the free edge,nails manicure french tips
French Manicure,French Style,ombre French manicure,softly blended French transition from nude base to pale tip,nails manicure french tips
French Manicure,French Style,baby-boomer manicure,soft airbrushed nude-to-white ombre French effect,nails manicure french tips
French Manicure,French Style,black-tip French manicure,neutral base with crisp black French tips,nails manicure french tips
French Manicure,French Style,red-tip French manicure,neutral base with crisp red French tips,nails manicure french tips
French Manicure,French Style,pink-tip French manicure,neutral base with crisp pink French tips,nails manicure french tips
French Manicure,French Style,blue-tip French manicure,neutral base with crisp blue French tips,nails manicure french tips
French Manicure,French Style,pastel-tip French manicure,neutral base with softly colored pastel French tips,nails manicure french tips
French Manicure,French Style,rainbow-tip French manicure,neutral base with different rainbow-colored French tips,nails manicure french tips
French Manicure,French Style,chrome-tip French manicure,neutral base with metallic chrome French tips,nails manicure french tips
French Manicure,French Style,gold-tip French manicure,neutral base with metallic gold French tips,nails manicure french tips
French Manicure,French Style,silver-tip French manicure,neutral base with metallic silver French tips,nails manicure french tips
French Manicure,French Style,glitter-tip French manicure,neutral base with glitter French tips,nails manicure french tips
French Manicure,French Style,outline French manicure,fine outline tracing the French tip perimeter,nails manicure french tips
French Manicure,French Style,negative-space French manicure,French tips paired with visible negative-space base,nails manicure french tips
French Manicure,French Style,diagonal French manicure,French tip angled diagonally across the free edge,nails manicure french tips
French Manicure,French Style,scalloped French manicure,French tips with a soft scalloped decorative edge,nails manicure french tips
Nail Art,Art Style,ombre nail art,smooth color gradient transitioning across each nail,nails manicure nail art
Nail Art,Art Style,aura nails,soft airbrushed center glow fading into a contrasting outer color,nails manicure nail art
Nail Art,Art Style,marble nail art,marbled veining with organic stone-like swirls,nails manicure nail art
Nail Art,Art Style,tortoiseshell nail art,layered amber-brown tortoiseshell pattern,nails manicure nail art
Nail Art,Art Style,floral nail art,delicate painted floral motifs,nails manicure nail art
Nail Art,Art Style,daisy nail art,small painted daisy motifs with clean petal detail,nails manicure nail art
Nail Art,Art Style,rose nail art,painted rose motifs with layered petal detail,nails manicure nail art
Nail Art,Art Style,botanical nail art,fine leaves and botanical linework,nails manicure nail art
Nail Art,Art Style,abstract swirl nail art,flowing abstract painted swirls,nails manicure nail art
Nail Art,Art Style,wave nail art,curving wave motifs across the nail surface,nails manicure nail art
Nail Art,Art Style,geometric nail art,clean geometric shapes and linework,nails manicure nail art
Nail Art,Art Style,minimal line-art nails,fine minimalist line drawings,nails manicure nail art
Nail Art,Art Style,negative-space nail art,intentional unpainted sections forming the design,nails manicure nail art
Nail Art,Art Style,checkerboard nail art,alternating checkerboard squares,nails manicure nail art
Nail Art,Art Style,polka-dot nail art,evenly spaced painted dots,nails manicure nail art
Nail Art,Art Style,striped nail art,clean linear stripe pattern,nails manicure nail art
Nail Art,Art Style,color-block nail art,bold separated blocks of contrasting color,nails manicure nail art
Nail Art,Art Style,French swirl nails,French-tip structure blended with curved swirl accents,nails manicure nail art
Nail Art,Art Style,chrome swirl nails,raised-looking or painted metallic chrome swirl accents,nails manicure nail art
Nail Art,Art Style,flame nail art,stylized flame motifs rising from the nail edge,nails manicure nail art
Nail Art,Art Style,heart nail art,small heart motifs,nails manicure nail art
Nail Art,Art Style,star nail art,small star motifs,nails manicure nail art
Nail Art,Art Style,celestial nail art,"moon, star, and constellation-inspired motifs",nails manicure nail art
Nail Art,Art Style,cloud nail art,soft painted cloud motifs,nails manicure nail art
Nail Art,Art Style,smiley-face nail art,small playful smiley-face motifs,nails manicure nail art
Nail Art,Art Style,bow nail art,small ribbon and bow motifs,nails manicure nail art
Nail Art,Art Style,cherry nail art,small painted cherry motifs,nails manicure nail art
Nail Art,Art Style,fruit nail art,small colorful fruit motifs,nails manicure nail art
Nail Art,Art Style,leopard-print nail art,leopard-spot pattern,nails manicure nail art
Nail Art,Art Style,zebra-print nail art,high-contrast zebra stripe pattern,nails manicure nail art
Nail Art,Art Style,cow-print nail art,irregular cow-print patches,nails manicure nail art
Nail Art,Art Style,snake-print nail art,scaled snake-inspired pattern,nails manicure nail art
Nail Art,Art Style,lace nail art,fine lace-inspired painted detailing,nails manicure nail art
Nail Art,Art Style,crochet-inspired nail art,textured-looking crochet-inspired painted pattern,nails manicure nail art
Nail Art,Art Style,denim-look nail art,painted denim-inspired blue texture and seam details,nails manicure nail art
Nail Art,Art Style,airbrushed nail art,soft airbrushed gradients and diffused motifs,nails manicure nail art
Nail Art,Art Style,graffiti nail art,layered graffiti-inspired lettering and marks,nails manicure nail art
Nail Art,Art Style,comic-book nail art,graphic comic-style outlines and pop-art accents,nails manicure nail art
Nail Art,Art Style,3D gel nail art,raised sculptural clear or colored gel accents,nails manicure nail art
Nail Art,Art Style,rhinestone nail art,strategically placed rhinestone embellishments,nails manicure nail art
Nail Art,Art Style,pearl-accent nails,small pearl embellishments placed on the nail surface,nails manicure nail art
Nail Art,Art Style,metal-stud nail art,small metallic stud embellishments,nails manicure nail art
Nail Art,Art Style,foil-flake nail art,irregular metallic foil flakes embedded in the finish,nails manicure nail art
Nail Art,Art Style,pressed-flower nail art,delicate pressed-flower elements sealed under clear gel,nails manicure nail art
Nail Art,Art Style,encapsulated glitter nails,glitter suspended beneath a smooth clear overlay,nails manicure nail art
Nail Art,Art Style,watercolor nail art,soft translucent watercolor-style painted washes,nails manicure nail art
Nail Art,Art Style,tie-dye nail art,blended multicolor tie-dye swirls,nails manicure nail art
Nail Art,Art Style,galaxy nail art,deep-space gradient with star-like speckles,nails manicure nail art
Nail Art,Art Style,sunset-gradient nails,warm gradient transitioning through sunset tones,nails manicure nail art
Nail Art,Art Style,ocean-inspired nail art,blue-green gradients with wave and water details,nails manicure nail art
Manicure Themes,Theme,1950s retro manicure,polished 1950s-inspired manicure with classic red or soft pink lacquer and clean rounded shaping,nails manicure theme style
Manicure Themes,Theme,1960s mod manicure,1960s-inspired mod manicure with crisp graphic blocks and high-contrast color,nails manicure theme style
Manicure Themes,Theme,1970s retro manicure,"1970s-inspired manicure with warm earthy tones, curved graphic motifs, and glossy vintage styling",nails manicure theme style
Manicure Themes,Theme,1980s neon manicure,1980s-inspired manicure with bright neon color and bold graphic accents,nails manicure theme style
Manicure Themes,Theme,1990s minimalist manicure,1990s-inspired manicure with clean neutral polish and understated glossy finish,nails manicure theme style
Manicure Themes,Theme,Y2K chrome manicure,"Y2K-inspired manicure with icy chrome, glossy pastel accents, and playful futuristic detail",nails manicure theme style
Manicure Themes,Theme,old-money nude manicure,"refined neutral manicure with sheer nude polish, immaculate cuticles, and understated gloss",nails manicure theme style
Manicure Themes,Theme,clean-girl manicure,minimal sheer pink or milky nude manicure with high-shine clean finish,nails manicure theme style
Manicure Themes,Theme,bridal manicure,refined bridal manicure with sheer nude or soft pink base and delicate luminous finish,nails manicure theme style
Manicure Themes,Theme,office-neutral manicure,professional neutral manicure with short practical shape and restrained polish,nails manicure theme style
Manicure Themes,Theme,vacation manicure,bright vacation-ready manicure with playful color and glossy finish,nails manicure theme style
Manicure Themes,Theme,beach manicure,"coastal manicure with oceanic color, pearly accents, or subtle wave details",nails manicure theme style
Manicure Themes,Theme,spring floral manicure,spring manicure with fresh pastel color and delicate floral detail,nails manicure theme style
Manicure Themes,Theme,summer bright manicure,summer manicure with saturated bright color and glossy finish,nails manicure theme style
Manicure Themes,Theme,autumn manicure,"autumn manicure with warm rust, burgundy, olive, and brown tones",nails manicure theme style
Manicure Themes,Theme,winter manicure,"winter manicure with cool jewel tones, icy shimmer, or crisp neutral polish",nails manicure theme style
Manicure Themes,Theme,Halloween manicure,"Halloween-themed manicure with black, orange, ghost, web, or spooky graphic accents",nails manicure theme style
Manicure Themes,Theme,Christmas manicure,"Christmas-themed manicure with red, green, white, gold, snowflake, or festive accents",nails manicure theme style
Manicure Themes,Theme,holiday glitter manicure,festive holiday manicure with refined glitter and metallic accents,nails manicure theme style
Manicure Themes,Theme,Valentine manicure,"romantic manicure with red, pink, heart, or French-tip details",nails manicure theme style
Manicure Themes,Theme,New Year's Eve manicure,"celebratory manicure with metallic, chrome, glitter, or crystal accents",nails manicure theme style
Manicure Themes,Theme,coquette manicure,"soft feminine manicure with pink, pearl, bow, and delicate French details",nails manicure theme style
Manicure Themes,Theme,grunge manicure,"dark grunge-inspired manicure with black, charcoal, metallic, distressed, or graphic detail",nails manicure theme style
Manicure Themes,Theme,gothic manicure,"gothic manicure with deep black, oxblood, metallic, lace, or dark ornamental detail",nails manicure theme style
Manicure Themes,Theme,sporty manicure,clean durable manicure with short-to-medium shape and bold or team-inspired color blocking,nails manicure theme style
Color + Shape,Combination,clear round nails,"rounded nail tips following the natural fingertip curve, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,clear soft square nails,"square nail shape with subtly softened corners, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,clear square nails,"straight sidewalls with a flat square free edge, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,clear tapered square nails,"square free edge with gently tapered sidewalls, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,clear squoval nails,"balanced square-oval shape with softened corners, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,clear oval nails,"smooth oval silhouette with gently rounded tip, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,clear almond nails,"tapered almond silhouette with softly pointed tip, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,clear coffin nails,"tapered sidewalls ending in a flat squared tip, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,clear ballerina nails,"long tapered ballerina shape with a flat narrow tip, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,clear stiletto nails,"long sharply tapered pointed nail shape, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,clear mountain-peak nails,"shorter pointed peak shape with symmetrical taper, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,clear lipstick nails,"asymmetrical slanted free edge resembling a lipstick bullet, finished in clear transparent polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude round nails,"rounded nail tips following the natural fingertip curve, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude soft square nails,"square nail shape with subtly softened corners, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude square nails,"straight sidewalls with a flat square free edge, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude tapered square nails,"square free edge with gently tapered sidewalls, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude squoval nails,"balanced square-oval shape with softened corners, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude oval nails,"smooth oval silhouette with gently rounded tip, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude almond nails,"tapered almond silhouette with softly pointed tip, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude coffin nails,"tapered sidewalls ending in a flat squared tip, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude ballerina nails,"long tapered ballerina shape with a flat narrow tip, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude stiletto nails,"long sharply tapered pointed nail shape, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude mountain-peak nails,"shorter pointed peak shape with symmetrical taper, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,sheer nude lipstick nails,"asymmetrical slanted free edge resembling a lipstick bullet, finished in sheer nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude round nails,"rounded nail tips following the natural fingertip curve, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude soft square nails,"square nail shape with subtly softened corners, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude square nails,"straight sidewalls with a flat square free edge, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude tapered square nails,"square free edge with gently tapered sidewalls, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude squoval nails,"balanced square-oval shape with softened corners, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude oval nails,"smooth oval silhouette with gently rounded tip, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude almond nails,"tapered almond silhouette with softly pointed tip, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude coffin nails,"tapered sidewalls ending in a flat squared tip, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude ballerina nails,"long tapered ballerina shape with a flat narrow tip, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude stiletto nails,"long sharply tapered pointed nail shape, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude mountain-peak nails,"shorter pointed peak shape with symmetrical taper, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,milky nude lipstick nails,"asymmetrical slanted free edge resembling a lipstick bullet, finished in milky nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude round nails,"rounded nail tips following the natural fingertip curve, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude soft square nails,"square nail shape with subtly softened corners, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude square nails,"straight sidewalls with a flat square free edge, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude tapered square nails,"square free edge with gently tapered sidewalls, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude squoval nails,"balanced square-oval shape with softened corners, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude oval nails,"smooth oval silhouette with gently rounded tip, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude almond nails,"tapered almond silhouette with softly pointed tip, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude coffin nails,"tapered sidewalls ending in a flat squared tip, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude ballerina nails,"long tapered ballerina shape with a flat narrow tip, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude stiletto nails,"long sharply tapered pointed nail shape, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude mountain-peak nails,"shorter pointed peak shape with symmetrical taper, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,beige nude lipstick nails,"asymmetrical slanted free edge resembling a lipstick bullet, finished in beige-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,pink nude round nails,"rounded nail tips following the natural fingertip curve, finished in pink-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,pink nude soft square nails,"square nail shape with subtly softened corners, finished in pink-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,pink nude square nails,"straight sidewalls with a flat square free edge, finished in pink-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,pink nude tapered square nails,"square free edge with gently tapered sidewalls, finished in pink-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,pink nude squoval nails,"balanced square-oval shape with softened corners, finished in pink-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,pink nude oval nails,"smooth oval silhouette with gently rounded tip, finished in pink-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,pink nude almond nails,"tapered almond silhouette with softly pointed tip, finished in pink-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,pink nude coffin nails,"tapered sidewalls ending in a flat squared tip, finished in pink-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,pink nude ballerina nails,"long tapered ballerina shape with a flat narrow tip, finished in pink-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
Color + Shape,Combination,pink nude stiletto nails,"long sharply tapered pointed nail shape, finished in pink-nude polish with even coverage, realistic cuticle spacing, and believable nail thickness",nails manicure color shape
