Major Category,Subcategory,Keyword,Prompt-Ready Phrase,Tags
Hair Color Combinations,Base + Modifier,"soft black hair, with balayage","soft black hair with slightly muted dark depth, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"soft black hair, with ombre","soft black hair with slightly muted dark depth, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"blue-black hair, with darker roots","blue-black hair with cool inky reflectance, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"blue-black hair, with lighter ends","blue-black hair with cool inky reflectance, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"blue-black hair, with face-framing highlights","blue-black hair with cool inky reflectance, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"blue-black hair, with subtle highlights","blue-black hair with cool inky reflectance, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"blue-black hair, with chunky highlights","blue-black hair with cool inky reflectance, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"blue-black hair, with lowlights","blue-black hair with cool inky reflectance, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"blue-black hair, with balayage","blue-black hair with cool inky reflectance, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"blue-black hair, with ombre","blue-black hair with cool inky reflectance, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark brown hair, with darker roots","dark-brown hair with clearly readable brunette depth, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark brown hair, with lighter ends","dark-brown hair with clearly readable brunette depth, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark brown hair, with face-framing highlights","dark-brown hair with clearly readable brunette depth, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark brown hair, with subtle highlights","dark-brown hair with clearly readable brunette depth, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark brown hair, with chunky highlights","dark-brown hair with clearly readable brunette depth, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark brown hair, with lowlights","dark-brown hair with clearly readable brunette depth, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark brown hair, with balayage","dark-brown hair with clearly readable brunette depth, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark brown hair, with ombre","dark-brown hair with clearly readable brunette depth, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"medium brown hair, with darker roots","medium-brown hair with balanced brunette depth, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"medium brown hair, with lighter ends","medium-brown hair with balanced brunette depth, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"medium brown hair, with face-framing highlights","medium-brown hair with balanced brunette depth, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"medium brown hair, with subtle highlights","medium-brown hair with balanced brunette depth, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"medium brown hair, with chunky highlights","medium-brown hair with balanced brunette depth, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"medium brown hair, with lowlights","medium-brown hair with balanced brunette depth, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"medium brown hair, with balayage","medium-brown hair with balanced brunette depth, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"medium brown hair, with ombre","medium-brown hair with balanced brunette depth, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"light brown hair, with darker roots","light-brown hair with softly lifted brunette warmth, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"light brown hair, with lighter ends","light-brown hair with softly lifted brunette warmth, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"light brown hair, with face-framing highlights","light-brown hair with softly lifted brunette warmth, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"light brown hair, with subtle highlights","light-brown hair with softly lifted brunette warmth, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"light brown hair, with chunky highlights","light-brown hair with softly lifted brunette warmth, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"light brown hair, with lowlights","light-brown hair with softly lifted brunette warmth, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"light brown hair, with balayage","light-brown hair with softly lifted brunette warmth, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"light brown hair, with ombre","light-brown hair with softly lifted brunette warmth, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chocolate brown hair, with darker roots","chocolate-brown hair with rich warm brunette depth, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chocolate brown hair, with lighter ends","chocolate-brown hair with rich warm brunette depth, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chocolate brown hair, with face-framing highlights","chocolate-brown hair with rich warm brunette depth, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chocolate brown hair, with subtle highlights","chocolate-brown hair with rich warm brunette depth, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chocolate brown hair, with chunky highlights","chocolate-brown hair with rich warm brunette depth, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chocolate brown hair, with lowlights","chocolate-brown hair with rich warm brunette depth, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chocolate brown hair, with balayage","chocolate-brown hair with rich warm brunette depth, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chocolate brown hair, with ombre","chocolate-brown hair with rich warm brunette depth, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"espresso brown hair, with darker roots","espresso-brown hair with dark rich neutral-cool depth, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"espresso brown hair, with lighter ends","espresso-brown hair with dark rich neutral-cool depth, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"espresso brown hair, with face-framing highlights","espresso-brown hair with dark rich neutral-cool depth, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"espresso brown hair, with subtle highlights","espresso-brown hair with dark rich neutral-cool depth, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"espresso brown hair, with chunky highlights","espresso-brown hair with dark rich neutral-cool depth, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"espresso brown hair, with lowlights","espresso-brown hair with dark rich neutral-cool depth, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"espresso brown hair, with balayage","espresso-brown hair with dark rich neutral-cool depth, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"espresso brown hair, with ombre","espresso-brown hair with dark rich neutral-cool depth, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chestnut brown hair, with darker roots","chestnut-brown hair with warm reddish-brown reflectance, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chestnut brown hair, with lighter ends","chestnut-brown hair with warm reddish-brown reflectance, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chestnut brown hair, with face-framing highlights","chestnut-brown hair with warm reddish-brown reflectance, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chestnut brown hair, with subtle highlights","chestnut-brown hair with warm reddish-brown reflectance, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chestnut brown hair, with chunky highlights","chestnut-brown hair with warm reddish-brown reflectance, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chestnut brown hair, with lowlights","chestnut-brown hair with warm reddish-brown reflectance, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chestnut brown hair, with balayage","chestnut-brown hair with warm reddish-brown reflectance, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"chestnut brown hair, with ombre","chestnut-brown hair with warm reddish-brown reflectance, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"auburn hair, with darker roots","auburn hair with red-brown warmth, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"auburn hair, with lighter ends","auburn hair with red-brown warmth, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"auburn hair, with face-framing highlights","auburn hair with red-brown warmth, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"auburn hair, with subtle highlights","auburn hair with red-brown warmth, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"auburn hair, with chunky highlights","auburn hair with red-brown warmth, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"auburn hair, with lowlights","auburn hair with red-brown warmth, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"auburn hair, with balayage","auburn hair with red-brown warmth, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"auburn hair, with ombre","auburn hair with red-brown warmth, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"copper hair, with darker roots","copper hair with vivid orange-red reflectance, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"copper hair, with lighter ends","copper hair with vivid orange-red reflectance, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"copper hair, with face-framing highlights","copper hair with vivid orange-red reflectance, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"copper hair, with subtle highlights","copper hair with vivid orange-red reflectance, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"copper hair, with chunky highlights","copper hair with vivid orange-red reflectance, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"copper hair, with lowlights","copper hair with vivid orange-red reflectance, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"copper hair, with balayage","copper hair with vivid orange-red reflectance, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"copper hair, with ombre","copper hair with vivid orange-red reflectance, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"ginger hair, with darker roots","ginger hair with natural orange-red warmth, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"ginger hair, with lighter ends","ginger hair with natural orange-red warmth, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"ginger hair, with face-framing highlights","ginger hair with natural orange-red warmth, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"ginger hair, with subtle highlights","ginger hair with natural orange-red warmth, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"ginger hair, with chunky highlights","ginger hair with natural orange-red warmth, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"ginger hair, with lowlights","ginger hair with natural orange-red warmth, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"ginger hair, with balayage","ginger hair with natural orange-red warmth, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"ginger hair, with ombre","ginger hair with natural orange-red warmth, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"strawberry blonde hair, with darker roots","strawberry-blonde hair with warm pink-gold reflectance, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"strawberry blonde hair, with lighter ends","strawberry-blonde hair with warm pink-gold reflectance, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"strawberry blonde hair, with face-framing highlights","strawberry-blonde hair with warm pink-gold reflectance, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"strawberry blonde hair, with subtle highlights","strawberry-blonde hair with warm pink-gold reflectance, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"strawberry blonde hair, with chunky highlights","strawberry-blonde hair with warm pink-gold reflectance, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"strawberry blonde hair, with lowlights","strawberry-blonde hair with warm pink-gold reflectance, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"strawberry blonde hair, with balayage","strawberry-blonde hair with warm pink-gold reflectance, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"strawberry blonde hair, with ombre","strawberry-blonde hair with warm pink-gold reflectance, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark blonde hair, with darker roots","dark-blonde hair with deeper golden-beige depth, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark blonde hair, with lighter ends","dark-blonde hair with deeper golden-beige depth, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark blonde hair, with face-framing highlights","dark-blonde hair with deeper golden-beige depth, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark blonde hair, with subtle highlights","dark-blonde hair with deeper golden-beige depth, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark blonde hair, with chunky highlights","dark-blonde hair with deeper golden-beige depth, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark blonde hair, with lowlights","dark-blonde hair with deeper golden-beige depth, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark blonde hair, with balayage","dark-blonde hair with deeper golden-beige depth, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dark blonde hair, with ombre","dark-blonde hair with deeper golden-beige depth, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dirty blonde hair, with darker roots","dirty-blonde hair with muted beige-gold depth, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dirty blonde hair, with lighter ends","dirty-blonde hair with muted beige-gold depth, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dirty blonde hair, with face-framing highlights","dirty-blonde hair with muted beige-gold depth, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dirty blonde hair, with subtle highlights","dirty-blonde hair with muted beige-gold depth, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dirty blonde hair, with chunky highlights","dirty-blonde hair with muted beige-gold depth, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dirty blonde hair, with lowlights","dirty-blonde hair with muted beige-gold depth, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dirty blonde hair, with balayage","dirty-blonde hair with muted beige-gold depth, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"dirty blonde hair, with ombre","dirty-blonde hair with muted beige-gold depth, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"honey blonde hair, with darker roots","honey-blonde hair with warm golden richness, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"honey blonde hair, with lighter ends","honey-blonde hair with warm golden richness, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"honey blonde hair, with face-framing highlights","honey-blonde hair with warm golden richness, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"honey blonde hair, with subtle highlights","honey-blonde hair with warm golden richness, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"honey blonde hair, with chunky highlights","honey-blonde hair with warm golden richness, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"honey blonde hair, with lowlights","honey-blonde hair with warm golden richness, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"honey blonde hair, with balayage","honey-blonde hair with warm golden richness, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"honey blonde hair, with ombre","honey-blonde hair with warm golden richness, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"golden blonde hair, with darker roots","golden-blonde hair with bright warm yellow-gold reflectance, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"golden blonde hair, with lighter ends","golden-blonde hair with bright warm yellow-gold reflectance, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"golden blonde hair, with face-framing highlights","golden-blonde hair with bright warm yellow-gold reflectance, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"golden blonde hair, with subtle highlights","golden-blonde hair with bright warm yellow-gold reflectance, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"golden blonde hair, with chunky highlights","golden-blonde hair with bright warm yellow-gold reflectance, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"golden blonde hair, with lowlights","golden-blonde hair with bright warm yellow-gold reflectance, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"golden blonde hair, with balayage","golden-blonde hair with bright warm yellow-gold reflectance, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"golden blonde hair, with ombre","golden-blonde hair with bright warm yellow-gold reflectance, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"beige blonde hair, with darker roots","beige-blonde hair with neutral balanced reflectance, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"beige blonde hair, with lighter ends","beige-blonde hair with neutral balanced reflectance, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"beige blonde hair, with face-framing highlights","beige-blonde hair with neutral balanced reflectance, face-framing highlights brightening the front sections",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"beige blonde hair, with subtle highlights","beige-blonde hair with neutral balanced reflectance, subtle highlights adding tonal variation through the hair",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"beige blonde hair, with chunky highlights","beige-blonde hair with neutral balanced reflectance, chunky contrasting highlights visibly separated from the base color",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"beige blonde hair, with lowlights","beige-blonde hair with neutral balanced reflectance, lowlights deepening selected sections for dimensional contrast",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"beige blonde hair, with balayage","beige-blonde hair with neutral balanced reflectance, balayage-style hand-painted tonal transition from deeper roots to lighter lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"beige blonde hair, with ombre","beige-blonde hair with neutral balanced reflectance, ombre color transition shifting from darker roots to lighter ends",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"ash blonde hair, with darker roots","ash-blonde hair with cool smoky reflectance, darker roots visible at the scalp with lighter color through the lengths",hair color dimensional highlights roots
Hair Color Combinations,Base + Modifier,"ash blonde hair, with lighter ends","ash-blonde hair with cool smoky reflectance, lighter ends through the lower lengths of the hair",hair color dimensional highlights roots
